Category Label,Category ID
Climbing Gyms,503289d391d4c4b30a586d6a
Cycle Studios,52f2ab2ebcbc57f1066b8b49
Dance Studios,4bf58dd8d48988d134941735
Gym Pools,4bf58dd8d48988d105941735
Gyms,4bf58dd8d48988d176941735
Outdoor Gyms,58daa1558bbb0b01f18ec203
Pilates Studios,5744ccdfe4b0c0459246b4b2
Yoga Studios,4bf58dd8d48988d102941735
Gymnastics,63be6904847c3692a84b9c0a
Gymnastics Centers,52f2ab2ebcbc57f1066b8b48
Hockey,63be6904847c3692a84b9c0b
Hockey Clubs,63be6904847c3692a84b9c0c
Hockey Fields,4f452cd44b9081a197eba860
Hockey Rinks,56aa371be4b08b9a8d57352c
Hunting Areas,63be6904847c3692a84b9c0d
Indoor Play Areas,5744ccdfe4b0c0459246b4b5
Martial Arts Dojos,4bf58dd8d48988d101941735
Paintball Fields,5032829591d4c4b30a586d5e
Personal Trainers,63be6904847c3692a84b9c0e
Race Tracks,4bf58dd8d48988d1f4931735
Racecourses,56aa371be4b08b9a8d573514
Racquet Sports,63be6904847c3692a84b9c0f
Badminton Courts,52e81612bcbc57f1066b7a2b
Racquet Sport Clubs,63be6904847c3692a84b9c10
Racquetball Clubs,63be6904847c3692a84b9c11
Squash Courts,52e81612bcbc57f1066b7a2d
Tennis,63be6904847c3692a84b9c12
Tennis Clubs,63be6904847c3692a84b9c13
Tennis Courts,4e39a956bd410d7aed40cbc3
Recreation Centers,52e81612bcbc57f1066b7a26
Rugby,63be6904847c3692a84b9c14
Rugby Pitches,52e81612bcbc57f1066b7a2c
Running and Track,63be6904847c3692a84b9c15
Running Clubs,63be6904847c3692a84b9c16
Tracks,4bf58dd8d48988d106941735
Saunas,58daa1558bbb0b01f18ec1ae
Skating,63be6904847c3692a84b9c17
Skate Parks,4bf58dd8d48988d167941735
Skating Rinks,4bf58dd8d48988d168941735
Skydiving Centers,63be6904847c3692a84b9c18
Skydiving Drop Zones,58daa1558bbb0b01f18ec1b9
Snow Sports,63be6904847c3692a84b9c19
Ski Chalets,4bf58dd8d48988d1ec941735
Ski Lodges,4bf58dd8d48988d1eb941735
Ski Resorts and Areas,4bf58dd8d48988d1e9941735
Ski Chairlifts,4eb1c0ed3b7b52c0e1adc2ea
Ski Trails,4eb1c0f63b7b52c0e1adc2eb
Soccer,63be6904847c3692a84b9c1a
Soccer Clubs,63be6904847c3692a84b9c1b
Soccer Fields,4cce455aebf7b749d5e191f5
Sports Clubs,52e81612bcbc57f1066b7a2e
Volleyball Courts,4eb1bf013b7b6f98df247e07
Water Sports,63be6904847c3692a84b9c1c
Canoe and Kayak Rentals,63be6904847c3692a84b9c1d
Rafting Outfitter,63be6904847c3692a84b9c1e
Rafting Spots,52e81612bcbc57f1066b7a29
Sailing Clubs,63be6904847c3692a84b9c1f
Scuba Diving Instructors,63be6904847c3692a84b9c20
Surfing,63be6904847c3692a84b9c21
Swimming,63be6904847c3692a84b9c22
Swim Schools,52e81612bcbc57f1066b7a44
Swimming Clubs,63be6904847c3692a84b9c23
Swimming Pools,4bf58dd8d48988d15e941735
Travel and Transportation,4d4b7105d754a06379d81259
Baggage Lockers,5744ccdfe4b0c0459246b4e8
Bike Rentals,4e4c9077bd41f78e849722f9
Boat Rentals,5744ccdfe4b0c0459246b4c1
Boats or Ferries,4bf58dd8d48988d12d951735
Border Crossings,52f2ab2ebcbc57f1066b8b4b
Cable Cars,52f2ab2ebcbc57f1066b8b50
Cruises,55077a22498e5e9248869ba2
Electric Vehicle Charging Stations,5032872391d4c4b30a586d64
Fuel Stations,4bf58dd8d48988d113951735
Hot Air Balloon Tour Agencies,63be6904847c3692a84b9c24
Lodging,63be6904847c3692a84b9c25
Bed and Breakfasts,4bf58dd8d48988d1f8931735
Boarding Houses,4f4530a74b9074f6e4fb0100
Cabins,63be6904847c3692a84b9c26
Hostels,4bf58dd8d48988d1ee931735
Hotels,4bf58dd8d48988d1fa931735
Hotel Pools,4bf58dd8d48988d132951735
Inns,5bae9231bedf3950379f89cb
Lodges,63be6904847c3692a84b9c27
Motels,4bf58dd8d48988d1fb931735
Resorts,4bf58dd8d48988d12f951735
Vacation Rentals,56aa371be4b08b9a8d5734e1
Moving Targets,4f2a23984b9023bd5841ed2c
Parking,4c38df4de52ce0d596b336e1
Piers,4e74f6cabd41c4836eac4c31
Platforms,4f4531504b9074f6e4fb0102
Ports,56aa371be4b08b9a8d57353e
Rest Areas,4d954b16a243a5684b65b473
Roads,4bf58dd8d48988d1f9931735
Intersections,52f2ab2ebcbc57f1066b8b4c
RV Parks,52f2ab2ebcbc57f1066b8b53
Toll Booths,52f2ab2ebcbc57f1066b8b4d
Toll Plazas,52f2ab2ebcbc57f1066b8b4e
Tourist Information and Services,4f4530164b9074f6e4fb00ff
Tour Providers,56aa371be4b08b9a8d573520
Trains,4bf58dd8d48988d12a951735
Transport Hubs,63be6904847c3692a84b9c28
Airports,4bf58dd8d48988d1ed931735
Airfields,5f2c42335b4c177b9a6dc927
Airport Food Courts,4bf58dd8d48988d1ef931735
Airport Gates,4bf58dd8d48988d1f0931735
Airport Lounges,4eb1bc533b7b2c5b1d4306cb
Airport Services,56aa371be4b08b9a8d57352f
Airport Terminals,4bf58dd8d48988d1eb931735
Airport Ticket Counters,60a674555c7917283bad6839
Airport Tram Stations,4bf58dd8d48988d1ec931735
Baggage Claims,5744ccdfe4b0c0459246b4e5
International Airports,63be6904847c3692a84b9c29
Planes,4bf58dd8d48988d1f7931735
Private Airports,63be6904847c3692a84b9c2a
Bus Stations,4bf58dd8d48988d1fe931735
Bus Stops,52f2ab2ebcbc57f1066b8b4f
Heliports,56aa371ce4b08b9a8d57356e
Light Rail Stations,4bf58dd8d48988d1fc931735
Marine Terminals,5f2c1af1b6d05514c704319d
Metro Stations,4bf58dd8d48988d1fd931735
Rail Stations,4bf58dd8d48988d129951735
Rental Car Locations,4bf58dd8d48988d1ef941735
Taxi Stands,53fca564498e1a175f32528b
Tram Stations,52f2ab2ebcbc57f1066b8b51
Transportation Services,54541b70498ea6ccd0204bff
Charter Buses,63be6904847c3692a84b9c2b
Limo Services,63be6904847c3692a84b9c2c
Public Transportation,63be6904847c3692a84b9c2d
Bus Lines,4bf58dd8d48988d12b951735
Taxis,4bf58dd8d48988d130951735
Travel Agencies,4f04b08c2fb6e1c99f3db0bd
Travel Lounges,4f04b25d2fb6e1c99f3db0c0
Truck Stops,57558b36e4b065ecebd306dd
